x,y,PROVINCE_CODE,WIND_SPEED_FLAG,VISIBILITY,WEATHER_ENG_DESC,ID,PRECIP_AMOUNT,DEW_POINT_TEMP_FLAG,RELATIVE_HUMIDITY,STATION_PRESSURE_FLAG,STATION_PRESSURE,WIND_DIRECTION,LOCAL_MONTH,LOCAL_YEAR,PRECIP_AMOUNT_FLAG,CLIMATE_IDENTIFIER,HUMIDEX,WIND_SPEED,TEMP,RELATIVE_HUMIDITY_FLAG,WINDCHILL_FLAG,LOCAL_DAY,LOCAL_DATE,WIND_DIRECTION_FLAG,DEW_POINT_TEMP,UTC_MONTH,UTC_YEAR,HUMIDEX_FLAG,WINDCHILL,VISIBILITY_FLAG,WEATHER_FRE_DESC,STATION_NAME,UTC_DAY,TEMP_FLAG,UTC_DATE,LOCAL_HOUR
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.26.7,,,100,M,,21,8,1996,,3053536,,4,3.4,,,26,1996-08-26 07:00:00,,3.4,8,1996,,,M,ND,JASPER WARDEN,26,,1996-08-26T14:00:00,7
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.26.8,,,75,M,,19,8,1996,,3053536,,7,9.5,,,26,1996-08-26 08:00:00,,5.2,8,1996,,,M,ND,JASPER WARDEN,26,,1996-08-26T15:00:00,8
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.26.9,,,53,M,,20,8,1996,,3053536,,9,14.0,,,26,1996-08-26 09:00:00,,4.6,8,1996,,,M,ND,JASPER WARDEN,26,,1996-08-26T16:00:00,9
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.26.10,,,43,M,,20,8,1996,,3053536,,6,17.8,,,26,1996-08-26 10:00:00,,4.9,8,1996,,,M,ND,JASPER WARDEN,26,,1996-08-26T17:00:00,10
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.26.11,,,34,M,,15,8,1996,,3053536,,4,21.7,,,26,1996-08-26 11:00:00,,5.0,8,1996,,,M,ND,JASPER WARDEN,26,,1996-08-26T18:00:00,11
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.26.12,,,29,M,,0,8,1996,,3053536,25,0,25.2,,,26,1996-08-26 12:00:00,,6.0,8,1996,,,M,ND,JASPER WARDEN,26,,1996-08-26T19:00:00,12
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.26.13,,,22,M,,20,8,1996,,3053536,28,6,28.7,,,26,1996-08-26 13:00:00,,4.7,8,1996,,,M,ND,JASPER WARDEN,26,,1996-08-26T20:00:00,13
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.26.14,,,17,M,,0,8,1996,,3053536,28,0,29.3,,,26,1996-08-26 14:00:00,,1.6,8,1996,,,M,ND,JASPER WARDEN,26,,1996-08-26T21:00:00,14
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.26.15,,,15,M,,30,8,1996,,3053536,30,9,32.0,,,26,1996-08-26 15:00:00,,2.0,8,1996,,,M,ND,JASPER WARDEN,26,,1996-08-26T22:00:00,15
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.26.16,,,15,M,,0,8,1996,,3053536,29,0,31.2,,,26,1996-08-26 16:00:00,,1.5,8,1996,,,M,ND,JASPER WARDEN,26,,1996-08-26T23:00:00,16
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.26.17,,,15,M,,30,8,1996,,3053536,29,11,30.9,,,26,1996-08-26 17:00:00,,1.4,8,1996,,,M,ND,JASPER WARDEN,27,,1996-08-27T00:00:00,17
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.26.18,,,17,M,,33,8,1996,,3053536,28,9,29.7,,,26,1996-08-26 18:00:00,,1.7,8,1996,,,M,ND,JASPER WARDEN,27,,1996-08-27T01:00:00,18
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.26.19,,,22,M,,0,8,1996,,3053536,25,0,26.6,,,26,1996-08-26 19:00:00,,3.4,8,1996,,,M,ND,JASPER WARDEN,27,,1996-08-27T02:00:00,19
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.26.20,,,36,M,,0,8,1996,,3053536,,0,19.8,,,26,1996-08-26 20:00:00,,4.4,8,1996,,,M,ND,JASPER WARDEN,27,,1996-08-27T03:00:00,20
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.26.21,,,39,M,,19,8,1996,,3053536,,6,19.1,,,26,1996-08-26 21:00:00,,4.7,8,1996,,,M,ND,JASPER WARDEN,27,,1996-08-27T04:00:00,21
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.26.22,,,49,M,,18,8,1996,,3053536,,6,16.6,,,26,1996-08-26 22:00:00,,5.8,8,1996,,,M,ND,JASPER WARDEN,27,,1996-08-27T05:00:00,22
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.26.23,,,58,M,,21,8,1996,,3053536,,6,12.8,,,26,1996-08-26 23:00:00,,4.8,8,1996,,,M,ND,JASPER WARDEN,27,,1996-08-27T06:00:00,23
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.27.0,,,69,M,,0,8,1996,,3053536,,0,10.5,,,27,1996-08-27 00:00:00,,5.0,8,1996,,,M,ND,JASPER WARDEN,27,,1996-08-27T07:00:00,0
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.27.1,,,74,M,,21,8,1996,,3053536,,4,8.8,,,27,1996-08-27 01:00:00,,4.4,8,1996,,,M,ND,JASPER WARDEN,27,,1996-08-27T08:00:00,1
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.27.2,,,85,M,,0,8,1996,,3053536,,0,7.2,,,27,1996-08-27 02:00:00,,4.8,8,1996,,,M,ND,JASPER WARDEN,27,,1996-08-27T09:00:00,2
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.27.3,,,91,M,,0,8,1996,,3053536,,0,5.6,,,27,1996-08-27 03:00:00,,4.3,8,1996,,,M,ND,JASPER WARDEN,27,,1996-08-27T10:00:00,3
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.27.4,,,95,M,,0,8,1996,,3053536,,0,4.7,,,27,1996-08-27 04:00:00,,4.0,8,1996,,,M,ND,JASPER WARDEN,27,,1996-08-27T11:00:00,4
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.27.5,,,98,M,,24,8,1996,,3053536,,4,4.1,,,27,1996-08-27 05:00:00,,3.8,8,1996,,,M,ND,JASPER WARDEN,27,,1996-08-27T12:00:00,5
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.27.6,,,97,M,,0,8,1996,,3053536,,0,4.9,,,27,1996-08-27 06:00:00,,4.5,8,1996,,,M,ND,JASPER WARDEN,27,,1996-08-27T13:00:00,6
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.27.7,,,97,M,,0,8,1996,,3053536,,0,4.4,,,27,1996-08-27 07:00:00,,3.9,8,1996,,,M,ND,JASPER WARDEN,27,,1996-08-27T14:00:00,7
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.27.8,,,81,M,,0,8,1996,,3053536,,0,8.8,,,27,1996-08-27 08:00:00,,5.8,8,1996,,,M,ND,JASPER WARDEN,27,,1996-08-27T15:00:00,8
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.27.9,,,61,M,,19,8,1996,,3053536,,6,12.6,,,27,1996-08-27 09:00:00,,5.2,8,1996,,,M,ND,JASPER WARDEN,27,,1996-08-27T16:00:00,9
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.27.10,,,50,M,,0,8,1996,,3053536,,0,16.1,,,27,1996-08-27 10:00:00,,5.7,8,1996,,,M,ND,JASPER WARDEN,27,,1996-08-27T17:00:00,10
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.27.11,,,36,M,,23,8,1996,,3053536,,4,20.6,,,27,1996-08-27 11:00:00,,5.1,8,1996,,,M,ND,JASPER WARDEN,27,,1996-08-27T18:00:00,11
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.27.12,,,30,M,,22,8,1996,,3053536,,4,23.7,,,27,1996-08-27 12:00:00,,5.2,8,1996,,,M,ND,JASPER WARDEN,27,,1996-08-27T19:00:00,12
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.27.13,,,26,M,,15,8,1996,,3053536,26,6,26.2,,,27,1996-08-27 13:00:00,,5.2,8,1996,,,M,ND,JASPER WARDEN,27,,1996-08-27T20:00:00,13
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.27.14,,,22,M,,0,8,1996,,3053536,29,0,29.3,,,27,1996-08-27 14:00:00,,5.3,8,1996,,,M,ND,JASPER WARDEN,27,,1996-08-27T21:00:00,14
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.27.15,,,19,M,,0,8,1996,,3053536,30,0,31.1,,,27,1996-08-27 15:00:00,,4.4,8,1996,,,M,ND,JASPER WARDEN,27,,1996-08-27T22:00:00,15
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.27.16,,,19,M,,36,8,1996,,3053536,30,4,31.1,,,27,1996-08-27 16:00:00,,4.5,8,1996,,,M,ND,JASPER WARDEN,27,,1996-08-27T23:00:00,16
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.27.17,,,18,M,,35,8,1996,,3053536,29,11,30.5,,,27,1996-08-27 17:00:00,,3.9,8,1996,,,M,ND,JASPER WARDEN,28,,1996-08-28T00:00:00,17
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.27.18,,,23,M,,3,8,1996,,3053536,29,6,29.0,,,27,1996-08-27 18:00:00,,5.8,8,1996,,,M,ND,JASPER WARDEN,28,,1996-08-28T01:00:00,18
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.27.19,,,31,M,,3,8,1996,,3053536,27,6,26.5,,,27,1996-08-27 19:00:00,,8.1,8,1996,,,M,ND,JASPER WARDEN,28,,1996-08-28T02:00:00,19
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.27.20,,,44,M,,0,8,1996,,3053536,,0,20.8,,,27,1996-08-27 20:00:00,,8.2,8,1996,,,M,ND,JASPER WARDEN,28,,1996-08-28T03:00:00,20
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.27.21,,,53,M,,0,8,1996,,3053536,,0,16.8,,,27,1996-08-27 21:00:00,,7.3,8,1996,,,M,ND,JASPER WARDEN,28,,1996-08-28T04:00:00,21
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.27.22,,,56,M,,21,8,1996,,3053536,,7,17.4,,,27,1996-08-27 22:00:00,,8.5,8,1996,,,M,ND,JASPER WARDEN,28,,1996-08-28T05:00:00,22
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.27.23,,,66,M,,22,8,1996,,3053536,,4,14.7,,,27,1996-08-27 23:00:00,,8.5,8,1996,,,M,ND,JASPER WARDEN,28,,1996-08-28T06:00:00,23
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.28.0,,,66,M,,19,8,1996,,3053536,,4,13.9,,,28,1996-08-28 00:00:00,,7.7,8,1996,,,M,ND,JASPER WARDEN,28,,1996-08-28T07:00:00,0
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.28.1,,,83,M,,0,8,1996,,3053536,,0,11.0,,,28,1996-08-28 01:00:00,,8.3,8,1996,,,M,ND,JASPER WARDEN,28,,1996-08-28T08:00:00,1
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.28.2,,,92,M,,0,8,1996,,3053536,,0,8.5,,,28,1996-08-28 02:00:00,,7.2,8,1996,,,M,ND,JASPER WARDEN,28,,1996-08-28T09:00:00,2
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.28.3,,,95,M,,20,8,1996,,3053536,,4,7.3,,,28,1996-08-28 03:00:00,,6.5,8,1996,,,M,ND,JASPER WARDEN,28,,1996-08-28T10:00:00,3
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.28.4,,,95,M,,0,8,1996,,3053536,,0,6.8,,,28,1996-08-28 04:00:00,,6.0,8,1996,,,M,ND,JASPER WARDEN,28,,1996-08-28T11:00:00,4
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.28.5,,,95,M,,19,8,1996,,3053536,,6,6.3,,,28,1996-08-28 05:00:00,,5.5,8,1996,,,M,ND,JASPER WARDEN,28,,1996-08-28T12:00:00,5
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.28.6,,,100,M,,0,8,1996,,3053536,,0,4.9,,,28,1996-08-28 06:00:00,,4.9,8,1996,,,M,ND,JASPER WARDEN,28,,1996-08-28T13:00:00,6
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.28.7,,,94,M,,0,8,1996,,3053536,,0,6.8,,,28,1996-08-28 07:00:00,,5.9,8,1996,,,M,ND,JASPER WARDEN,28,,1996-08-28T14:00:00,7
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.28.8,,,74,M,,22,8,1996,,3053536,,4,10.7,,,28,1996-08-28 08:00:00,,6.3,8,1996,,,M,ND,JASPER WARDEN,28,,1996-08-28T15:00:00,8
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.28.9,,,61,M,,21,8,1996,,3053536,,6,14.2,,,28,1996-08-28 09:00:00,,6.7,8,1996,,,M,ND,JASPER WARDEN,28,,1996-08-28T16:00:00,9
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.28.10,,,47,M,,0,8,1996,,3053536,,0,18.5,,,28,1996-08-28 10:00:00,,7.0,8,1996,,,M,ND,JASPER WARDEN,28,,1996-08-28T17:00:00,10
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.28.11,,,39,M,,0,8,1996,,3053536,,0,22.5,,,28,1996-08-28 11:00:00,,7.8,8,1996,,,M,ND,JASPER WARDEN,28,,1996-08-28T18:00:00,11
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.28.12,,,32,M,,19,8,1996,,3053536,,4,24.6,,,28,1996-08-28 12:00:00,,6.6,8,1996,,,M,ND,JASPER WARDEN,28,,1996-08-28T19:00:00,12
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.28.13,,,27,M,,19,8,1996,,3053536,28,4,27.7,,,28,1996-08-28 13:00:00,,7.0,8,1996,,,M,ND,JASPER WARDEN,28,,1996-08-28T20:00:00,13
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.28.14,,,25,M,,21,8,1996,,3053536,30,4,29.8,,,28,1996-08-28 14:00:00,,7.5,8,1996,,,M,ND,JASPER WARDEN,28,,1996-08-28T21:00:00,14
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.28.15,,,22,M,,0,8,1996,,3053536,31,0,31.2,,,28,1996-08-28 15:00:00,,7.3,8,1996,,,M,ND,JASPER WARDEN,28,,1996-08-28T22:00:00,15
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.28.16,,,19,M,,0,8,1996,,3053536,34,0,33.8,,,28,1996-08-28 16:00:00,,6.8,8,1996,,,M,ND,JASPER WARDEN,28,,1996-08-28T23:00:00,16
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.28.17,,,16,M,,25,8,1996,,3053536,32,7,33.2,,,28,1996-08-28 17:00:00,,4.3,8,1996,,,M,ND,JASPER WARDEN,29,,1996-08-29T00:00:00,17
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.28.18,,,18,M,,22,8,1996,,3053536,31,6,31.7,,,28,1996-08-28 18:00:00,,4.5,8,1996,,,M,ND,JASPER WARDEN,29,,1996-08-29T01:00:00,18
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.28.19,,,26,M,,0,8,1996,,3053536,28,0,27.7,,,28,1996-08-28 19:00:00,,6.6,8,1996,,,M,ND,JASPER WARDEN,29,,1996-08-29T02:00:00,19
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.28.20,,,34,M,,13,8,1996,,3053536,25,6,24.4,,,28,1996-08-28 20:00:00,,7.6,8,1996,,,M,ND,JASPER WARDEN,29,,1996-08-29T03:00:00,20
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.28.21,,,33,M,,18,8,1996,,3053536,25,4,24.9,,,28,1996-08-28 21:00:00,,7.5,8,1996,,,M,ND,JASPER WARDEN,29,,1996-08-29T04:00:00,21
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.28.22,,,36,M,,14,8,1996,,3053536,,6,23.7,,,28,1996-08-28 22:00:00,,7.8,8,1996,,,M,ND,JASPER WARDEN,29,,1996-08-29T05:00:00,22
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.28.23,,,39,M,,16,8,1996,,3053536,,11,22.7,,,28,1996-08-28 23:00:00,,8.0,8,1996,,,M,ND,JASPER WARDEN,29,,1996-08-29T06:00:00,23
-118.02972222222222,52.92638888888889,AB,,,NA,3053536.1996.8.29.0,,,52,M,,19,8,1996,,3053536,,4,18.8,,,29,1996-08-29 00:00:00,,8.7,8,1996,,,M,ND,JASPER WARDEN,29,,1996-08-29T07:00:00,0
