x,y,TEMP,WIND_DIRECTION,STATION_PRESSURE_FLAG,LOCAL_YEAR,WIND_SPEED_FLAG,RELATIVE_HUMIDITY,WINDCHILL_FLAG,WIND_SPEED,LOCAL_DAY,CLIMATE_IDENTIFIER,STATION_NAME,DEW_POINT_TEMP_FLAG,UTC_DAY,WIND_DIRECTION_FLAG,VISIBILITY,DEW_POINT_TEMP,HUMIDEX,PRECIP_AMOUNT_FLAG,RELATIVE_HUMIDITY_FLAG,STATION_PRESSURE,WINDCHILL,UTC_YEAR,PRECIP_AMOUNT,HUMIDEX_FLAG,LOCAL_DATE,WEATHER_FRE_DESC,PROVINCE_CODE,VISIBILITY_FLAG,WEATHER_ENG_DESC,LOCAL_MONTH,UTC_MONTH,ID,TEMP_FLAG,LOCAL_HOUR,UTC_DATE
-118.02972222222222,52.92638888888889,-8.4,20,,2024,,81,,6,20,3053536,JASPER WARDEN,,20,,,-11.0,,,,89.22,-12,2024,0,,2024-02-20 00:00:00,ND,AB,,NA,2,2,3053536.2024.2.20.0,,0,2024-02-20T07:00:00
-118.02972222222222,52.92638888888889,-9.7,22,,2024,,87,,7,20,3053536,JASPER WARDEN,,20,,,-11.5,,,,89.24,-14,2024,0,,2024-02-20 01:00:00,ND,AB,,NA,2,2,3053536.2024.2.20.1,,1,2024-02-20T08:00:00
-118.02972222222222,52.92638888888889,-10.5,23,,2024,,86,,5,20,3053536,JASPER WARDEN,,20,,,-12.3,,,,89.23,-14,2024,0,,2024-02-20 02:00:00,ND,AB,,NA,2,2,3053536.2024.2.20.2,,2,2024-02-20T09:00:00
-118.02972222222222,52.92638888888889,-11.1,24,,2024,,89,,6,20,3053536,JASPER WARDEN,,20,,,-12.5,,,,89.2,-15,2024,0,,2024-02-20 03:00:00,ND,AB,,NA,2,2,3053536.2024.2.20.3,,3,2024-02-20T10:00:00
-118.02972222222222,52.92638888888889,-10.2,23,,2024,,87,,7,20,3053536,JASPER WARDEN,,20,,,-12.0,,,,89.2,-14,2024,0,,2024-02-20 04:00:00,ND,AB,,NA,2,2,3053536.2024.2.20.4,,4,2024-02-20T11:00:00
-118.02972222222222,52.92638888888889,-9.4,24,,2024,,86,,5,20,3053536,JASPER WARDEN,,20,,,-11.3,,,,89.2,-12,2024,0,,2024-02-20 05:00:00,ND,AB,,NA,2,2,3053536.2024.2.20.5,,5,2024-02-20T12:00:00
-118.02972222222222,52.92638888888889,-8.0,23,,2024,,83,,7,20,3053536,JASPER WARDEN,,20,,,-10.4,,,,89.19,-12,2024,0,,2024-02-20 06:00:00,ND,AB,,NA,2,2,3053536.2024.2.20.6,,6,2024-02-20T13:00:00
-118.02972222222222,52.92638888888889,-7.2,23,,2024,,81,,5,20,3053536,JASPER WARDEN,,20,,,-9.8,,,,89.21,-10,2024,0,,2024-02-20 07:00:00,ND,AB,,NA,2,2,3053536.2024.2.20.7,,7,2024-02-20T14:00:00
-118.02972222222222,52.92638888888889,-7.2,19,,2024,,83,,4,20,3053536,JASPER WARDEN,,20,,,-9.5,,,,89.2,-9,2024,0,,2024-02-20 08:00:00,ND,AB,,NA,2,2,3053536.2024.2.20.8,,8,2024-02-20T15:00:00
-118.02972222222222,52.92638888888889,-5.7,23,,2024,,78,,5,20,3053536,JASPER WARDEN,,20,,,-9.0,,,,89.2,-8,2024,0,,2024-02-20 09:00:00,ND,AB,,NA,2,2,3053536.2024.2.20.9,,9,2024-02-20T16:00:00
-118.02972222222222,52.92638888888889,-4.1,21,,2024,,71,,3,20,3053536,JASPER WARDEN,,20,,,-8.6,,,,89.21,-5,2024,0,,2024-02-20 10:00:00,ND,AB,,NA,2,2,3053536.2024.2.20.10,,10,2024-02-20T17:00:00
-118.02972222222222,52.92638888888889,-2.6,24,,2024,,67,,4,20,3053536,JASPER WARDEN,,20,,,-7.9,,,,89.18,-4,2024,0,,2024-02-20 11:00:00,ND,AB,,NA,2,2,3053536.2024.2.20.11,,11,2024-02-20T18:00:00
-118.02972222222222,52.92638888888889,-1.3,24,,2024,,70,,4,20,3053536,JASPER WARDEN,,20,,,-6.2,,,,89.16,-3,2024,0,,2024-02-20 12:00:00,ND,AB,,NA,2,2,3053536.2024.2.20.12,,12,2024-02-20T19:00:00
-118.02972222222222,52.92638888888889,-0.4,24,,2024,,67,,4,20,3053536,JASPER WARDEN,,20,,,-5.7,,,,89.12,-2,2024,0,,2024-02-20 13:00:00,ND,AB,,NA,2,2,3053536.2024.2.20.13,,13,2024-02-20T20:00:00
-118.02972222222222,52.92638888888889,1.4,24,,2024,,67,,4,20,3053536,JASPER WARDEN,,20,,,-4.0,,,,89.07,,2024,0,,2024-02-20 14:00:00,ND,AB,,NA,2,2,3053536.2024.2.20.14,,14,2024-02-20T21:00:00
-118.02972222222222,52.92638888888889,1.8,24,,2024,,68,,5,20,3053536,JASPER WARDEN,,20,,,-3.5,,,,89.06,,2024,0,,2024-02-20 15:00:00,ND,AB,,NA,2,2,3053536.2024.2.20.15,,15,2024-02-20T22:00:00
-118.02972222222222,52.92638888888889,1.6,23,,2024,,79,,4,20,3053536,JASPER WARDEN,,20,,,-1.6,,,,89.05,,2024,0,,2024-02-20 16:00:00,ND,AB,,NA,2,2,3053536.2024.2.20.16,,16,2024-02-20T23:00:00
-118.02972222222222,52.92638888888889,1.1,25,,2024,,88,,3,20,3053536,JASPER WARDEN,,21,,,-0.6,,,,89.06,,2024,0,,2024-02-20 17:00:00,ND,AB,,NA,2,2,3053536.2024.2.20.17,,17,2024-02-21T00:00:00
-118.02972222222222,52.92638888888889,0.5,24,,2024,,93,,3,20,3053536,JASPER WARDEN,,21,,,-0.5,,,,89.06,,2024,0,,2024-02-20 18:00:00,ND,AB,,NA,2,2,3053536.2024.2.20.18,,18,2024-02-21T01:00:00
-118.02972222222222,52.92638888888889,0.3,22,,2024,,95,,2,20,3053536,JASPER WARDEN,,21,,,-0.4,,,,89.1,,2024,0,,2024-02-20 19:00:00,ND,AB,,NA,2,2,3053536.2024.2.20.19,,19,2024-02-21T02:00:00
-118.02972222222222,52.92638888888889,0.2,23,,2024,,96,,3,20,3053536,JASPER WARDEN,,21,,,-0.3,,,,89.13,,2024,0.5,,2024-02-20 20:00:00,ND,AB,,NA,2,2,3053536.2024.2.20.20,,20,2024-02-21T03:00:00
-118.02972222222222,52.92638888888889,0.1,17,,2024,,97,,4,20,3053536,JASPER WARDEN,,21,,,-0.3,,,,89.15,,2024,0.2,,2024-02-20 21:00:00,ND,AB,,NA,2,2,3053536.2024.2.20.21,,21,2024-02-21T04:00:00
-118.02972222222222,52.92638888888889,0.1,17,,2024,,97,,3,20,3053536,JASPER WARDEN,,21,,,-0.4,,,,89.2,,2024,0,,2024-02-20 22:00:00,ND,AB,,NA,2,2,3053536.2024.2.20.22,,22,2024-02-21T05:00:00
-118.02972222222222,52.92638888888889,-0.6,25,,2024,,97,,4,20,3053536,JASPER WARDEN,,21,,,-1.0,,,,89.19,-2,2024,0,,2024-02-20 23:00:00,ND,AB,,NA,2,2,3053536.2024.2.20.23,,23,2024-02-21T06:00:00
-118.02972222222222,52.92638888888889,-1.5,25,,2024,,96,,5,21,3053536,JASPER WARDEN,,21,,,-2.0,,,,89.22,-3,2024,0,,2024-02-21 00:00:00,ND,AB,,NA,2,2,3053536.2024.2.21.0,,0,2024-02-21T07:00:00
-118.02972222222222,52.92638888888889,-1.6,22,,2024,,96,,3,21,3053536,JASPER WARDEN,,21,,,-2.3,,,,89.25,-3,2024,0,,2024-02-21 01:00:00,ND,AB,,NA,2,2,3053536.2024.2.21.1,,1,2024-02-21T08:00:00
-118.02972222222222,52.92638888888889,-2.0,25,,2024,,96,,2,21,3053536,JASPER WARDEN,,21,,,-2.6,,,,89.26,-3,2024,0,,2024-02-21 02:00:00,ND,AB,,NA,2,2,3053536.2024.2.21.2,,2,2024-02-21T09:00:00
-118.02972222222222,52.92638888888889,-1.6,25,,2024,,96,,6,21,3053536,JASPER WARDEN,,21,,,-2.2,,,,89.26,-4,2024,0,,2024-02-21 03:00:00,ND,AB,,NA,2,2,3053536.2024.2.21.3,,3,2024-02-21T10:00:00
-118.02972222222222,52.92638888888889,-2.1,26,,2024,,95,,3,21,3053536,JASPER WARDEN,,21,,,-2.8,,,,89.29,-3,2024,0,,2024-02-21 04:00:00,ND,AB,,NA,2,2,3053536.2024.2.21.4,,4,2024-02-21T11:00:00
-118.02972222222222,52.92638888888889,-2.0,20,,2024,,96,,3,21,3053536,JASPER WARDEN,,21,,,-2.5,,,,89.31,-3,2024,0,,2024-02-21 05:00:00,ND,AB,,NA,2,2,3053536.2024.2.21.5,,5,2024-02-21T12:00:00
-118.02972222222222,52.92638888888889,-2.2,22,,2024,,95,,4,21,3053536,JASPER WARDEN,,21,,,-2.9,,,,89.32,-4,2024,0,,2024-02-21 06:00:00,ND,AB,,NA,2,2,3053536.2024.2.21.6,,6,2024-02-21T13:00:00
-118.02972222222222,52.92638888888889,-2.5,24,,2024,,96,,3,21,3053536,JASPER WARDEN,,21,,,-3.0,,,,89.34,-4,2024,0,,2024-02-21 07:00:00,ND,AB,,NA,2,2,3053536.2024.2.21.7,,7,2024-02-21T14:00:00
-118.02972222222222,52.92638888888889,-2.4,25,,2024,,96,,4,21,3053536,JASPER WARDEN,,21,,,-2.9,,,,89.36,-4,2024,0,,2024-02-21 08:00:00,ND,AB,,NA,2,2,3053536.2024.2.21.8,,8,2024-02-21T15:00:00
-118.02972222222222,52.92638888888889,-2.2,19,,2024,,95,,4,21,3053536,JASPER WARDEN,,21,,,-2.8,,,,89.38,-4,2024,0,,2024-02-21 09:00:00,ND,AB,,NA,2,2,3053536.2024.2.21.9,,9,2024-02-21T16:00:00
-118.02972222222222,52.92638888888889,-0.2,21,,2024,,93,,4,21,3053536,JASPER WARDEN,,21,,,-1.2,,,,89.4,-1,2024,0,,2024-02-21 10:00:00,ND,AB,,NA,2,2,3053536.2024.2.21.10,,10,2024-02-21T17:00:00
-118.02972222222222,52.92638888888889,1.2,19,,2024,,84,,6,21,3053536,JASPER WARDEN,,21,,,-1.1,,,,89.43,,2024,0.3,,2024-02-21 11:00:00,ND,AB,,NA,2,2,3053536.2024.2.21.11,,11,2024-02-21T18:00:00
-118.02972222222222,52.92638888888889,1.8,18,,2024,,80,,7,21,3053536,JASPER WARDEN,,21,,,-1.2,,,,89.46,,2024,0,,2024-02-21 12:00:00,ND,AB,,NA,2,2,3053536.2024.2.21.12,,12,2024-02-21T19:00:00
-118.02972222222222,52.92638888888889,3.6,18,,2024,,73,,7,21,3053536,JASPER WARDEN,,21,,,-0.8,,,,89.45,,2024,0,,2024-02-21 13:00:00,ND,AB,,NA,2,2,3053536.2024.2.21.13,,13,2024-02-21T20:00:00
-118.02972222222222,52.92638888888889,4.0,19,,2024,,67,,7,21,3053536,JASPER WARDEN,,21,,,-1.6,,,,89.46,,2024,0,,2024-02-21 14:00:00,ND,AB,,NA,2,2,3053536.2024.2.21.14,,14,2024-02-21T21:00:00
-118.02972222222222,52.92638888888889,7.1,19,,2024,,53,,11,21,3053536,JASPER WARDEN,,21,,,-1.8,,,,89.45,,2024,0,,2024-02-21 15:00:00,ND,AB,,NA,2,2,3053536.2024.2.21.15,,15,2024-02-21T22:00:00
-118.02972222222222,52.92638888888889,7.4,20,,2024,,45,,7,21,3053536,JASPER WARDEN,,21,,,-3.6,,,,89.48,,2024,0,,2024-02-21 16:00:00,ND,AB,,NA,2,2,3053536.2024.2.21.16,,16,2024-02-21T23:00:00
-118.02972222222222,52.92638888888889,7.0,25,,2024,,47,,7,21,3053536,JASPER WARDEN,,22,,,-3.6,,,,89.5,,2024,0,,2024-02-21 17:00:00,ND,AB,,NA,2,2,3053536.2024.2.21.17,,17,2024-02-22T00:00:00
-118.02972222222222,52.92638888888889,1.9,18,,2024,,64,,3,21,3053536,JASPER WARDEN,,22,,,-4.3,,,,89.56,,2024,0,,2024-02-21 18:00:00,ND,AB,,NA,2,2,3053536.2024.2.21.18,,18,2024-02-22T01:00:00
-118.02972222222222,52.92638888888889,-0.4,17,,2024,,74,,7,21,3053536,JASPER WARDEN,,22,,,-4.5,,,,89.64,-3,2024,0,,2024-02-21 19:00:00,ND,AB,,NA,2,2,3053536.2024.2.21.19,,19,2024-02-22T02:00:00
-118.02972222222222,52.92638888888889,-2.0,18,,2024,,78,,6,21,3053536,JASPER WARDEN,,22,,,-5.3,,,,89.71,-4,2024,0,,2024-02-21 20:00:00,ND,AB,,NA,2,2,3053536.2024.2.21.20,,20,2024-02-22T03:00:00
-118.02972222222222,52.92638888888889,-2.2,18,,2024,,80,,6,21,3053536,JASPER WARDEN,,22,,,-5.2,,,,89.78,-5,2024,0,,2024-02-21 21:00:00,ND,AB,,NA,2,2,3053536.2024.2.21.21,,21,2024-02-22T04:00:00
-118.02972222222222,52.92638888888889,-2.0,18,,2024,,78,,8,21,3053536,JASPER WARDEN,,22,,,-5.4,,,,89.82,-5,2024,0,,2024-02-21 22:00:00,ND,AB,,NA,2,2,3053536.2024.2.21.22,,22,2024-02-22T05:00:00
-118.02972222222222,52.92638888888889,-2.2,17,,2024,,75,,8,21,3053536,JASPER WARDEN,,22,,,-6.0,,,,89.89,-5,2024,0,,2024-02-21 23:00:00,ND,AB,,NA,2,2,3053536.2024.2.21.23,,23,2024-02-22T06:00:00
-118.02972222222222,52.92638888888889,-1.4,18,,2024,,75,,10,22,3053536,JASPER WARDEN,,22,,,-5.2,,,,89.96,-5,2024,0,,2024-02-22 00:00:00,ND,AB,,NA,2,2,3053536.2024.2.22.0,,0,2024-02-22T07:00:00
-118.02972222222222,52.92638888888889,-1.8,18,,2024,,79,,9,22,3053536,JASPER WARDEN,,22,,,-4.9,,,,90.0,-5,2024,0,,2024-02-22 01:00:00,ND,AB,,NA,2,2,3053536.2024.2.22.1,,1,2024-02-22T08:00:00
-118.02972222222222,52.92638888888889,-1.8,18,,2024,,79,,9,22,3053536,JASPER WARDEN,,22,,,-4.9,,,,90.03,-5,2024,0,,2024-02-22 02:00:00,ND,AB,,NA,2,2,3053536.2024.2.22.2,,2,2024-02-22T09:00:00
-118.02972222222222,52.92638888888889,-2.6,17,,2024,,74,,9,22,3053536,JASPER WARDEN,,22,,,-6.5,,,,90.07,-6,2024,0,,2024-02-22 03:00:00,ND,AB,,NA,2,2,3053536.2024.2.22.3,,3,2024-02-22T10:00:00
-118.02972222222222,52.92638888888889,-3.3,16,,2024,,76,,9,22,3053536,JASPER WARDEN,,22,,,-7.0,,,,90.11,-7,2024,0,,2024-02-22 04:00:00,ND,AB,,NA,2,2,3053536.2024.2.22.4,,4,2024-02-22T11:00:00
-118.02972222222222,52.92638888888889,-3.8,17,,2024,,76,,8,22,3053536,JASPER WARDEN,,22,,,-7.5,,,,90.15,-7,2024,0,,2024-02-22 05:00:00,ND,AB,,NA,2,2,3053536.2024.2.22.5,,5,2024-02-22T12:00:00
-118.02972222222222,52.92638888888889,-4.0,19,,2024,,75,,8,22,3053536,JASPER WARDEN,,22,,,-7.7,,,,90.19,-7,2024,0,,2024-02-22 06:00:00,ND,AB,,NA,2,2,3053536.2024.2.22.6,,6,2024-02-22T13:00:00
-118.02972222222222,52.92638888888889,-4.6,19,,2024,,77,,8,22,3053536,JASPER WARDEN,,22,,,-8.0,,,,90.22,-8,2024,0,,2024-02-22 07:00:00,ND,AB,,NA,2,2,3053536.2024.2.22.7,,7,2024-02-22T14:00:00
-118.02972222222222,52.92638888888889,-6.5,24,,2024,,91,,7,22,3053536,JASPER WARDEN,,22,,,-7.8,,,,90.27,-10,2024,0,,2024-02-22 08:00:00,ND,AB,,NA,2,2,3053536.2024.2.22.8,,8,2024-02-22T15:00:00
-118.02972222222222,52.92638888888889,-6.1,23,,2024,,86,,7,22,3053536,JASPER WARDEN,,22,,,-8.1,,,,90.31,-9,2024,0,,2024-02-22 09:00:00,ND,AB,,NA,2,2,3053536.2024.2.22.9,,9,2024-02-22T16:00:00
-118.02972222222222,52.92638888888889,-2.7,24,,2024,,77,,6,22,3053536,JASPER WARDEN,,22,,,-6.1,,,,90.3,-5,2024,0,,2024-02-22 10:00:00,ND,AB,,NA,2,2,3053536.2024.2.22.10,,10,2024-02-22T17:00:00
-118.02972222222222,52.92638888888889,0.7,20,,2024,,66,,9,22,3053536,JASPER WARDEN,,22,,,-5.0,,,,90.3,,2024,0,,2024-02-22 11:00:00,ND,AB,,NA,2,2,3053536.2024.2.22.11,,11,2024-02-22T18:00:00
-118.02972222222222,52.92638888888889,3.1,23,,2024,,58,,11,22,3053536,JASPER WARDEN,,22,,,-4.4,,,,90.29,,2024,0,,2024-02-22 12:00:00,ND,AB,,NA,2,2,3053536.2024.2.22.12,,12,2024-02-22T19:00:00
-118.02972222222222,52.92638888888889,5.6,21,,2024,,48,,12,22,3053536,JASPER WARDEN,,22,,,-4.6,,,,90.27,,2024,0,,2024-02-22 13:00:00,ND,AB,,NA,2,2,3053536.2024.2.22.13,,13,2024-02-22T20:00:00
-118.02972222222222,52.92638888888889,7.2,21,,2024,,36,,12,22,3053536,JASPER WARDEN,,22,,,-6.9,,,,90.23,,2024,0,,2024-02-22 14:00:00,ND,AB,,NA,2,2,3053536.2024.2.22.14,,14,2024-02-22T21:00:00
-118.02972222222222,52.92638888888889,8.3,20,,2024,,33,,10,22,3053536,JASPER WARDEN,,22,,,-7.0,,,,90.2,,2024,0,,2024-02-22 15:00:00,ND,AB,,NA,2,2,3053536.2024.2.22.15,,15,2024-02-22T22:00:00
-118.02972222222222,52.92638888888889,8.2,23,,2024,,30,,11,22,3053536,JASPER WARDEN,,22,,,-8.3,,,,90.18,,2024,0,,2024-02-22 16:00:00,ND,AB,,NA,2,2,3053536.2024.2.22.16,,16,2024-02-22T23:00:00
-118.02972222222222,52.92638888888889,7.0,25,,2024,,32,,9,22,3053536,JASPER WARDEN,,23,,,-8.4,,,,90.17,,2024,0,,2024-02-22 17:00:00,ND,AB,,NA,2,2,3053536.2024.2.22.17,,17,2024-02-23T00:00:00
-118.02972222222222,52.92638888888889,4.9,19,,2024,,39,,7,22,3053536,JASPER WARDEN,,23,,,-7.9,,,,90.18,,2024,0,,2024-02-22 18:00:00,ND,AB,,NA,2,2,3053536.2024.2.22.18,,18,2024-02-23T01:00:00
-118.02972222222222,52.92638888888889,2.4,16,,2024,,51,,10,22,3053536,JASPER WARDEN,,23,,,-6.6,,,,90.23,,2024,0,,2024-02-22 19:00:00,ND,AB,,NA,2,2,3053536.2024.2.22.19,,19,2024-02-23T02:00:00
-118.02972222222222,52.92638888888889,0.3,16,,2024,,61,,9,22,3053536,JASPER WARDEN,,23,,,-6.4,,,,90.25,,2024,0,,2024-02-22 20:00:00,ND,AB,,NA,2,2,3053536.2024.2.22.20,,20,2024-02-23T03:00:00
-118.02972222222222,52.92638888888889,-0.3,17,,2024,,60,,8,22,3053536,JASPER WARDEN,,23,,,-7.0,,,,90.28,-3,2024,0,,2024-02-22 21:00:00,ND,AB,,NA,2,2,3053536.2024.2.22.21,,21,2024-02-23T04:00:00
-118.02972222222222,52.92638888888889,-1.1,18,,2024,,63,,9,22,3053536,JASPER WARDEN,,23,,,-7.2,,,,90.31,-4,2024,0,,2024-02-22 22:00:00,ND,AB,,NA,2,2,3053536.2024.2.22.22,,22,2024-02-23T05:00:00
-118.02972222222222,52.92638888888889,-1.6,19,,2024,,64,,8,22,3053536,JASPER WARDEN,,23,,,-7.5,,,,90.32,-5,2024,0,,2024-02-22 23:00:00,ND,AB,,NA,2,2,3053536.2024.2.22.23,,23,2024-02-23T06:00:00
-118.02972222222222,52.92638888888889,-2.3,22,,2024,,67,,9,23,3053536,JASPER WARDEN,,23,,,-7.5,,,,90.32,-6,2024,0,,2024-02-23 00:00:00,ND,AB,,NA,2,2,3053536.2024.2.23.0,,0,2024-02-23T07:00:00
-118.02972222222222,52.92638888888889,-4.4,23,,2024,,72,,9,23,3053536,JASPER WARDEN,,23,,,-8.6,,,,90.31,-8,2024,0,,2024-02-23 01:00:00,ND,AB,,NA,2,2,3053536.2024.2.23.1,,1,2024-02-23T08:00:00
-118.02972222222222,52.92638888888889,-5.0,23,,2024,,73,,7,23,3053536,JASPER WARDEN,,23,,,-9.0,,,,90.29,-8,2024,0,,2024-02-23 02:00:00,ND,AB,,NA,2,2,3053536.2024.2.23.2,,2,2024-02-23T09:00:00
-118.02972222222222,52.92638888888889,-5.2,23,,2024,,74,,9,23,3053536,JASPER WARDEN,,23,,,-9.0,,,,90.26,-9,2024,0,,2024-02-23 03:00:00,ND,AB,,NA,2,2,3053536.2024.2.23.3,,3,2024-02-23T10:00:00
-118.02972222222222,52.92638888888889,-5.9,22,,2024,,76,,7,23,3053536,JASPER WARDEN,,23,,,-9.5,,,,90.23,-9,2024,0,,2024-02-23 04:00:00,ND,AB,,NA,2,2,3053536.2024.2.23.4,,4,2024-02-23T11:00:00
-118.02972222222222,52.92638888888889,-6.7,21,,2024,,80,,6,23,3053536,JASPER WARDEN,,23,,,-9.5,,,,90.2,-10,2024,0,,2024-02-23 05:00:00,ND,AB,,NA,2,2,3053536.2024.2.23.5,,5,2024-02-23T12:00:00
-118.02972222222222,52.92638888888889,-4.8,22,,2024,,72,,7,23,3053536,JASPER WARDEN,,23,,,-9.1,,,,90.2,-8,2024,0,,2024-02-23 06:00:00,ND,AB,,NA,2,2,3053536.2024.2.23.6,,6,2024-02-23T13:00:00
-118.02972222222222,52.92638888888889,-5.2,20,,2024,,74,,7,23,3053536,JASPER WARDEN,,23,,,-9.2,,,,90.14,-8,2024,0,,2024-02-23 07:00:00,ND,AB,,NA,2,2,3053536.2024.2.23.7,,7,2024-02-23T14:00:00
-118.02972222222222,52.92638888888889,-6.9,23,,2024,,81,,10,23,3053536,JASPER WARDEN,,23,,,-9.6,,,,90.08,-12,2024,0,,2024-02-23 08:00:00,ND,AB,,NA,2,2,3053536.2024.2.23.8,,8,2024-02-23T15:00:00
-118.02972222222222,52.92638888888889,-5.2,20,,2024,,75,,8,23,3053536,JASPER WARDEN,,23,,,-9.0,,,,90.01,-9,2024,0,,2024-02-23 09:00:00,ND,AB,,NA,2,2,3053536.2024.2.23.9,,9,2024-02-23T16:00:00
-118.02972222222222,52.92638888888889,-2.2,22,,2024,,63,,10,23,3053536,JASPER WARDEN,,23,,,-8.2,,,,89.87,-6,2024,0,,2024-02-23 10:00:00,ND,AB,,NA,2,2,3053536.2024.2.23.10,,10,2024-02-23T17:00:00
-118.02972222222222,52.92638888888889,5.2,17,,2024,,41,,6,23,3053536,JASPER WARDEN,,23,,,-6.9,,,,89.7,,2024,0,,2024-02-23 11:00:00,ND,AB,,NA,2,2,3053536.2024.2.23.11,,11,2024-02-23T18:00:00
-118.02972222222222,52.92638888888889,6.7,23,,2024,,37,,9,23,3053536,JASPER WARDEN,,23,,,-6.9,,,,89.54,,2024,0,,2024-02-23 12:00:00,ND,AB,,NA,2,2,3053536.2024.2.23.12,,12,2024-02-23T19:00:00
