ID,LOCAL_DATE,DIRECTION_MAX_GUST,SPEED_MAX_GUST,SNOW_ON_GROUND,TOTAL_RAIN,TOTAL_PRECIPITATION,TOTAL_SNOW,HEATING_DEGREE_DAYS,COOLING_DEGREE_DAYS,MIN_REL_HUMIDITY,MAX_REL_HUMIDITY,MAX_TEMPERATURE,MEAN_TEMPERATURE,MIN_TEMPERATURE,PARAM,Date,Value,SYM
3053536.2011.8.15,8/15/2011 0:00,25.0,37.0,,,0.0,,6.9,0.0,31.0,99.0,17.5,11.1,4.7,1.0,8/15/2011,184.0,
3053536.2011.8.16,8/16/2011 0:00,0.0,0.0,,,0.0,,6.5,0.0,40.0,93.0,19.1,11.5,3.9,1.0,8/16/2011,152.0,
3053536.2011.8.17,8/17/2011 0:00,0.0,0.0,,,0.6,,6.2,0.0,64.0,89.0,14.7,11.8,8.9,1.0,8/17/2011,132.0,
3053536.2011.8.18,8/18/2011 0:00,26.0,33.0,,,1.6,,7.2,0.0,36.0,97.0,17.1,10.8,4.5,1.0,8/18/2011,134.0,
3053536.2011.8.19,8/19/2011 0:00,0.0,0.0,,,0.2,,7.2,0.0,24.0,100.0,21.1,10.8,0.4,1.0,8/19/2011,118.0,
3053536.2011.8.20,8/20/2011 0:00,0.0,0.0,,,0.0,,0.0,0.6,26.0,74.0,26.6,18.6,10.6,1.0,8/20/2011,110.0,A
3053536.2011.8.21,8/21/2011 0:00,21.0,33.0,,,0.0,,1.5,0.0,24.0,96.0,27.4,16.5,5.5,1.0,8/21/2011,121.0,
3053536.2011.8.22,8/22/2011 0:00,15.0,37.0,,,0.0,,0.8,0.0,33.0,66.0,21.5,17.2,12.8,1.0,8/22/2011,150.0,
3053536.2011.8.23,8/23/2011 0:00,0.0,0.0,,,8.5,,2.9,0.0,37.0,97.0,21.4,15.1,8.8,1.0,8/23/2011,198.0,
3053536.2011.8.24,8/24/2011 0:00,0.0,0.0,,,0.2,,2.4,0.0,23.0,97.0,25.8,15.6,5.3,1.0,8/24/2011,190.0,
3053536.2011.8.25,8/25/2011 0:00,0.0,0.0,,,0.0,,2.8,0.0,20.0,93.0,24.9,15.2,5.4,1.0,8/25/2011,182.0,
3053536.2011.8.26,8/26/2011 0:00,0.0,0.0,,,0.0,,5.1,0.0,30.0,99.0,23.5,12.9,2.2,1.0,8/26/2011,164.0,
3053536.2011.8.27,8/27/2011 0:00,0.0,0.0,,,0.0,,2.8,0.0,16.0,98.0,26.5,15.2,3.9,1.0,8/27/2011,155.0,A
3053536.2011.8.28,8/28/2011 0:00,0.0,0.0,,,0.0,,3.6,0.0,19.0,98.0,28.1,14.4,0.6,1.0,8/28/2011,145.0,A
3053536.2011.8.29,8/29/2011 0:00,0.0,0.0,,,0.7,,6.1,0.0,54.0,95.0,19.3,11.9,4.5,1.0,8/29/2011,144.0,
3053536.2011.8.30,8/30/2011 0:00,33.0,32.0,,,3.3,,4.2,0.0,25.0,98.0,20.0,13.8,7.6,1.0,8/30/2011,162.0,
3053536.2011.8.31,8/31/2011 0:00,34.0,32.0,,,0.0,,8.2,0.0,38.0,87.0,15.4,9.8,4.1,1.0,8/31/2011,142.0,
3053536.2011.9.1,9/1/2011 0:00,0.0,0.0,,,0.6,,10.1,0.0,29.0,100.0,17.3,7.9,-1.6,1.0,9/1/2011,115.0,
3053536.2011.9.2,9/2/2011 0:00,0.0,0.0,,,0.0,,7.9,0.0,43.0,91.0,15.1,10.1,5.0,1.0,9/2/2011,107.0,
3053536.2011.9.3,9/3/2011 0:00,0.0,0.0,,,0.0,,7.7,0.0,28.0,100.0,21.3,10.3,-0.8,1.0,9/3/2011,94.9,
3053536.2011.9.4,9/4/2011 0:00,18.0,32.0,,,0.0,,5.1,0.0,20.0,99.0,25.0,12.9,0.7,1.0,9/4/2011,88.3,
3053536.2011.9.5,9/5/2011 0:00,20.0,32.0,,,0.0,,3.9,0.0,18.0,97.0,26.2,14.1,1.9,1.0,9/5/2011,90.3,
3053536.2011.9.6,9/6/2011 0:00,0.0,0.0,,,0.0,,3.4,0.0,19.0,94.0,27.1,14.6,2.0,1.0,9/6/2011,94.6,
3053536.2011.9.7,9/7/2011 0:00,0.0,0.0,,,0.0,,2.1,0.0,15.0,97.0,29.6,15.9,2.1,1.0,9/7/2011,98.0,
3053536.2011.9.8,9/8/2011 0:00,0.0,0.0,,,0.0,,2.0,0.0,14.0,98.0,30.0,16.0,1.9,1.0,9/8/2011,103.0,
3053536.2011.9.9,9/9/2011 0:00,0.0,0.0,,,0.0,,2.2,0.0,14.0,96.0,30.4,15.8,1.1,1.0,9/9/2011,105.0,
3053536.2011.9.10,9/10/2011 0:00,0.0,0.0,,,0.4,,2.5,0.0,16.0,98.0,28.5,15.5,2.4,1.0,9/10/2011,107.0,
3053536.2011.9.11,9/11/2011 0:00,34.0,59.0,,,0.0,,6.7,0.0,45.0,97.0,19.4,11.3,3.1,1.0,9/11/2011,112.0,
3053536.2011.9.12,9/12/2011 0:00,36.0,41.0,,,0.0,,9.3,0.0,42.0,100.0,17.1,8.7,0.2,1.0,9/12/2011,114.0,A
3053536.2011.9.13,9/13/2011 0:00,35.0,41.0,,,0.0,,6.0,0.0,46.0,80.0,16.5,12.0,7.4,1.0,9/13/2011,103.0,
3053536.2011.9.14,9/14/2011 0:00,0.0,0.0,,,0.0,,5.8,0.0,29.0,100.0,24.3,12.2,0.0,1.0,9/14/2011,97.8,
3053536.2011.9.15,9/15/2011 0:00,15.0,43.0,,,0.8,,7.0,0.0,49.0,98.0,19.4,11.0,2.6,1.0,9/15/2011,104.0,
3053536.2011.9.16,9/16/2011 0:00,0.0,0.0,,,0.0,,7.0,0.0,32.0,89.0,15.8,11.0,6.1,1.0,9/16/2011,109.0,
3053536.2011.9.17,9/17/2011 0:00,0.0,0.0,,,0.0,,10.5,0.0,41.0,88.0,14.5,7.5,0.5,1.0,9/17/2011,89.7,
3053536.2011.9.18,9/18/2011 0:00,20.0,33.0,,,2.3,,11.9,0.0,42.0,100.0,15.1,6.1,-2.9,1.0,9/18/2011,77.5,
3053536.2011.9.19,9/19/2011 0:00,26.0,32.0,,,0.3,,9.4,0.0,31.0,99.0,15.0,8.6,2.1,1.0,9/19/2011,83.7,
3053536.2011.9.20,9/20/2011 0:00,0.0,0.0,,,0.0,,10.1,0.0,20.0,100.0,19.6,7.9,-3.8,1.0,9/20/2011,73.3,
3053536.2011.9.21,9/21/2011 0:00,16.0,44.0,,,0.0,,5.7,0.0,26.0,88.0,23.5,12.3,1.1,1.0,9/21/2011,64.2,
3053536.2011.9.22,9/22/2011 0:00,0.0,0.0,,,0.0,,1.9,0.0,41.0,75.0,19.1,16.1,13.0,1.0,9/22/2011,69.6,
3053536.2011.9.23,9/23/2011 0:00,21.0,50.0,,,0.0,,0.0,2.5,25.0,54.0,25.5,20.5,15.5,1.0,9/23/2011,141.0,
3053536.2011.9.24,9/24/2011 0:00,17.0,44.0,,,0.0,,0.0,0.2,14.0,62.0,27.1,18.2,9.2,1.0,9/24/2011,181.0,
3053536.2011.9.25,9/25/2011 0:00,17.0,37.0,,,5.7,,7.1,0.0,46.0,99.0,19.7,10.9,2.1,1.0,9/25/2011,162.0,
3053536.2011.9.26,9/26/2011 0:00,19.0,32.0,,,0.7,,9.6,0.0,34.0,99.0,13.1,8.4,3.6,1.0,9/26/2011,191.0,
3053536.2011.9.27,9/27/2011 0:00,18.0,32.0,,,1.3,,7.3,0.0,29.0,97.0,15.7,10.7,5.7,1.0,9/27/2011,147.0,
3053536.2011.9.28,9/28/2011 0:00,0.0,0.0,,,0.0,,11.8,0.0,29.0,86.0,13.5,6.2,-1.1,1.0,9/28/2011,127.0,
3053536.2011.9.29,9/29/2011 0:00,0.0,0.0,,,0.2,,12.0,0.0,24.0,99.0,16.3,6.0,-4.3,1.0,9/29/2011,102.0,
3053536.2011.9.30,9/30/2011 0:00,0.0,0.0,,,1.8,,7.7,0.0,39.0,94.0,18.1,10.3,2.5,1.0,9/30/2011,91.4,
3053536.2011.10.1,10/1/2011 0:00,0.0,0.0,,,6.6,,12.9,0.0,88.0,99.0,6.8,5.1,3.4,1.0,10/1/2011,129.0,
3053536.2011.10.2,10/2/2011 0:00,0.0,0.0,,,1.3,,11.8,0.0,75.0,99.0,9.7,6.2,2.6,1.0,10/2/2011,153.0,
3053536.2011.10.3,10/3/2011 0:00,0.0,0.0,,,0.4,,9.9,0.0,61.0,99.0,13.4,8.1,2.7,1.0,10/3/2011,138.0,
3053536.2011.10.4,10/4/2011 0:00,0.0,0.0,,,3.0,,11.3,0.0,69.0,99.0,11.1,6.7,2.2,1.0,10/4/2011,153.0,
3053536.2011.10.5,10/5/2011 0:00,0.0,0.0,,,0.2,,11.05,0.0,63.5,99.0,12.0,6.95,-0.3,1.0,10/5/2011,147.0,
3053536.2011.10.6,10/6/2011 0:00,0.0,0.0,1.0,,0.0,,10.8,0.0,58.0,99.0,12.9,7.2,1.4,1.0,10/6/2011,120.0,
3053536.2011.10.7,10/7/2011 0:00,23.0,32.0,,,0.2,,11.9,0.0,33.0,100.0,12.2,6.1,-0.1,1.0,10/7/2011,105.0,
3053536.2011.10.8,10/8/2011 0:00,0.0,0.0,,,0.0,,13.2,0.0,27.0,99.0,14.1,4.8,-4.6,1.0,10/8/2011,94.6,
3053536.2011.10.9,10/9/2011 0:00,18.0,35.0,,,0.0,,12.7,0.0,38.0,93.0,11.8,5.3,-1.3,1.0,10/9/2011,85.1,
3053536.2011.10.10,10/10/2011 0:00,0.0,0.0,,,0.0,,14.5,0.0,48.0,99.0,10.3,3.5,-3.3,1.0,10/10/2011,78.9,
3053536.2011.10.11,10/11/2011 0:00,0.0,0.0,,,0.2,,12.2,0.0,51.0,100.0,13.1,5.8,-1.6,1.0,10/11/2011,73.9,
3053536.2011.10.12,10/12/2011 0:00,0.0,0.0,,,0.7,,11.9,0.0,52.0,100.0,11.3,6.1,0.9,1.0,10/12/2011,70.9,
3053536.2011.10.13,10/13/2011 0:00,20.0,32.0,,,0.0,,13.9,0.0,34.0,99.0,9.3,4.1,-1.1,1.0,10/13/2011,68.2,
3053536.2011.10.14,10/14/2011 0:00,0.0,0.0,,,0.0,,16.2,0.0,32.0,98.0,8.7,1.8,-5.2,1.0,10/14/2011,62.0,
3053536.2011.10.15,10/15/2011 0:00,0.0,0.0,1.0,,0.0,,16.2,0.0,25.0,97.0,10.6,1.8,-7.0,1.0,10/15/2011,57.5,
3053536.2011.10.16,10/16/2011 0:00,0.0,0.0,,,0.0,,16.4,0.0,23.0,100.0,11.6,1.6,-8.5,1.0,10/16/2011,52.6,
3053536.2011.10.17,10/17/2011 0:00,0.0,0.0,,,0.0,,14.2,0.0,37.0,83.0,11.7,3.8,-4.2,1.0,10/17/2011,50.6,
3053536.2011.10.18,10/18/2011 0:00,0.0,0.0,,,0.0,,11.1,0.0,28.0,96.0,17.1,6.9,-3.3,1.0,10/18/2011,49.3,
3053536.2011.10.19,10/19/2011 0:00,0.0,0.0,,,0.0,,11.4,0.0,30.0,96.0,16.1,6.6,-2.9,1.0,10/19/2011,47.5,
3053536.2011.10.20,10/20/2011 0:00,0.0,0.0,,,0.7,,11.9,0.0,61.0,93.0,9.3,6.1,2.9,1.0,10/20/2011,48.8,
3053536.2011.10.21,10/21/2011 0:00,0.0,0.0,,,0.2,,13.6,0.0,40.0,99.0,11.0,4.4,-2.3,1.0,10/21/2011,48.7,
3053536.2011.10.22,10/22/2011 0:00,0.0,0.0,,,5.1,,14.9,0.0,71.0,100.0,7.3,3.1,-1.1,1.0,10/22/2011,48.5,
3053536.2011.10.23,10/23/2011 0:00,0.0,0.0,,,0.5,,15.1,0.0,38.0,99.0,8.6,2.9,-2.9,1.0,10/23/2011,49.0,
3053536.2011.10.24,10/24/2011 0:00,0.0,0.0,,,0.0,,17.1,0.0,41.0,100.0,7.1,0.9,-5.4,1.0,10/24/2011,45.1,
3053536.2011.10.25,10/25/2011 0:00,0.0,0.0,,,0.0,,16.9,0.0,34.0,91.0,6.8,1.1,-4.6,1.0,10/25/2011,43.6,
3053536.2011.10.26,10/26/2011 0:00,0.0,0.0,,,0.0,,18.9,0.0,40.0,91.0,4.8,-0.9,-6.5,1.0,10/26/2011,39.9,A
3053536.2011.10.27,10/27/2011 0:00,0.0,0.0,,,0.2,,17.8,0.0,36.0,79.0,4.4,0.2,-4.0,1.0,10/27/2011,39.1,
3053536.2011.10.28,10/28/2011 0:00,0.0,0.0,,,0.8,,17.0,0.0,45.0,98.0,6.4,1.0,-4.5,1.0,10/28/2011,37.9,
3053536.2011.10.29,10/29/2011 0:00,0.0,0.0,1.0,,0.9,,15.4,0.0,38.0,99.0,6.1,2.6,-1.0,1.0,10/29/2011,38.2,
3053536.2011.10.30,10/30/2011 0:00,0.0,0.0,,,2.5,,14.6,0.0,61.0,96.0,6.3,3.4,0.4,1.0,10/30/2011,37.3,
3053536.2011.10.31,10/31/2011 0:00,1.0,39.0,,,1.0,,16.7,0.0,52.0,96.0,5.4,1.3,-2.8,1.0,10/31/2011,37.4,
3053536.2011.11.1,11/1/2011 0:00,0.0,0.0,,,0.0,,17.9,0.0,35.0,85.0,5.2,0.1,-5.1,1.0,11/1/2011,35.9,
3053536.2011.11.2,11/2/2011 0:00,19.0,37.0,,,0.0,,14.5,0.0,18.0,65.0,9.2,3.5,-2.2,1.0,11/2/2011,31.4,B
3053536.2011.11.3,11/3/2011 0:00,36.0,35.0,,,0.0,,16.4,0.0,36.0,85.0,6.5,1.6,-3.4,1.0,11/3/2011,33.5,B
3053536.2011.11.4,11/4/2011 0:00,0.0,0.0,,,0.0,,21.4,0.0,35.0,87.0,2.0,-3.4,-8.7,1.0,11/4/2011,31.9,B
3053536.2011.11.5,11/5/2011 0:00,0.0,0.0,,,0.0,,23.6,0.0,34.0,89.0,0.8,-5.6,-11.9,1.0,11/5/2011,24.7,B
3053536.2011.11.6,11/6/2011 0:00,0.0,0.0,,,0.0,,25.3,0.0,37.0,93.0,1.0,-7.3,-15.6,1.0,11/6/2011,23.2,B
3053536.2011.11.7,11/7/2011 0:00,0.0,0.0,,,0.0,,19.5,0.0,41.0,85.0,3.6,-1.5,-6.5,1.0,11/7/2011,24.4,B
3053536.2011.11.8,11/8/2011 0:00,0.0,0.0,,,0.0,,20.6,0.0,29.0,86.0,3.6,-2.6,-8.8,1.0,11/8/2011,27.1,B
3053536.2011.11.9,11/9/2011 0:00,0.0,0.0,,,0.0,,21.7,0.0,48.0,95.0,6.1,-3.7,-13.5,1.0,11/9/2011,25.4,B
3053536.2011.11.10,11/10/2011 0:00,0.0,0.0,,,0.0,,12.0,0.0,48.0,77.0,8.9,6.0,3.0,1.0,11/10/2011,30.9,B
3053536.2011.11.11,11/11/2011 0:00,0.0,0.0,,,2.7,,15.3,0.0,61.0,99.0,5.3,2.7,0.0,1.0,11/11/2011,31.5,B
3053536.2011.11.12,11/12/2011 0:00,0.0,0.0,,,0.4,,19.6,0.0,86.0,100.0,0.2,-1.6,-3.4,1.0,11/12/2011,30.4,B
3053536.2011.11.13,11/13/2011 0:00,0.0,0.0,,0.0,0.9,,19.3,0.0,53.0,99.0,1.7,-1.3,-4.2,1.0,11/13/2011,29.0,B
3053536.2011.11.14,11/14/2011 0:00,23.0,37.0,1.0,0.0,1.5,,24.1,0.0,41.0,96.0,-2.5,-6.1,-9.7,1.0,11/14/2011,27.5,B
3053536.2011.11.15,11/15/2011 0:00,17.0,32.0,4.0,,0.8,,25.3,0.0,32.0,95.0,-1.2,-7.3,-13.4,1.0,11/15/2011,23.7,B
3053536.2011.11.16,11/16/2011 0:00,0.0,0.0,4.0,,0.2,,24.5,0.0,50.0,91.0,-2.2,-6.5,-10.8,1.0,11/16/2011,23.5,B
3053536.2011.11.17,11/17/2011 0:00,35.0,39.0,5.0,0.0,1.0,,25.4,0.0,68.0,96.0,-4.3,-7.4,-10.5,1.0,11/17/2011,22.9,B
3053536.2011.11.18,11/18/2011 0:00,36.0,43.0,5.0,,0.0,,34.0,0.0,50.0,84.0,-10.4,-16.0,-21.5,1.0,11/18/2011,20.0,B
3053536.2011.11.19,11/19/2011 0:00,0.0,0.0,5.0,,0.0,,36.6,0.0,42.0,88.0,-9.8,-18.6,-27.4,1.0,11/19/2011,14.0,B
3053536.2011.11.20,11/20/2011 0:00,0.0,0.0,5.0,,0.0,,32.9,0.0,41.0,88.0,-4.3,-14.9,-25.4,1.0,11/20/2011,15.2,B
3053536.2011.11.21,11/21/2011 0:00,0.0,0.0,5.0,,0.0,,27.1,0.0,55.0,94.0,-1.9,-9.1,-16.2,1.0,11/21/2011,20.3,B
3053536.2011.11.22,11/22/2011 0:00,11.0,35.0,6.0,0.0,3.8,,20.5,0.0,74.0,100.0,2.5,-2.5,-7.5,1.0,11/22/2011,24.7,B
3053536.2011.11.23,11/23/2011 0:00,0.0,0.0,9.0,0.0,8.6,,20.7,0.0,94.0,100.0,-0.7,-2.7,-4.6,1.0,11/23/2011,25.3,B
3053536.2011.11.24,11/24/2011 0:00,0.0,0.0,20.0,,0.4,,24.7,0.0,79.0,99.0,-1.5,-6.7,-11.8,1.0,11/24/2011,24.1,B
3053536.2011.11.25,11/25/2011 0:00,0.0,0.0,18.0,,2.1,,24.8,0.0,53.0,98.0,-1.4,-6.8,-12.1,1.0,11/25/2011,24.6,B
3053536.2011.11.26,11/26/2011 0:00,18.0,32.0,16.0,0.0,0.9,,22.5,0.0,64.0,95.0,3.5,-4.5,-12.5,1.0,11/26/2011,23.9,B
3053536.2011.11.27,11/27/2011 0:00,18.0,32.0,16.0,,9.0,,14.2,0.0,55.0,98.0,8.2,3.8,-0.7,1.0,11/27/2011,25.5,B
3053536.2011.11.28,11/28/2011 0:00,0.0,0.0,11.0,,0.0,,20.9,0.0,67.0,98.0,0.4,-2.9,-6.2,1.0,11/28/2011,25.3,B
3053536.2011.11.29,11/29/2011 0:00,0.0,0.0,11.0,0.0,5.0,,17.1,0.0,60.0,99.0,2.5,0.9,-0.8,1.0,11/29/2011,24.5,B
3053536.2011.11.30,11/30/2011 0:00,0.0,0.0,16.0,0.0,1.4,,21.7,0.0,68.0,99.0,0.5,-3.7,-7.8,1.0,11/30/2011,24.6,B
3053536.2011.12.1,12/1/2011 0:00,17.0,33.0,17.0,,0.0,,22.5,0.0,54.0,95.0,1.7,-4.5,-10.7,1.0,12/1/2011,23.1,B
3053536.2011.12.2,12/2/2011 0:00,23.0,46.0,17.0,,0.0,,19.7,0.0,44.0,82.0,1.0,-1.7,-4.4,1.0,12/2/2011,22.2,B
3053536.2011.12.3,12/3/2011 0:00,35.0,44.0,16.0,0.0,0.9,,20.5,0.0,59.0,99.0,-0.1,-2.5,-4.9,1.0,12/3/2011,21.7,B
3053536.2011.12.4,12/4/2011 0:00,0.0,0.0,18.0,,0.0,,26.8,0.0,58.0,95.0,-1.2,-8.8,-16.3,1.0,12/4/2011,21.6,B
3053536.2011.12.5,12/5/2011 0:00,0.0,0.0,17.0,,0.0,,27.2,0.0,61.0,96.0,-2.8,-9.2,-15.6,1.0,12/5/2011,21.7,B
3053536.2011.12.6,12/6/2011 0:00,0.0,0.0,17.0,,0.0,,20.4,0.0,50.0,96.0,5.5,-2.4,-10.2,1.0,12/6/2011,20.9,B
3053536.2011.12.7,12/7/2011 0:00,0.0,0.0,17.0,,0.0,,29.1,0.0,54.0,94.0,-3.0,-11.1,-19.2,1.0,12/7/2011,20.1,B
3053536.2011.12.8,12/8/2011 0:00,0.0,0.0,17.0,,0.0,,30.7,0.0,69.0,91.0,-5.7,-12.7,-19.6,1.0,12/8/2011,19.8,B
3053536.2011.12.9,12/9/2011 0:00,0.0,0.0,16.0,,0.2,,25.9,0.0,59.0,98.0,-1.4,-7.9,-14.4,1.0,12/9/2011,19.3,B
3053536.2011.12.10,12/10/2011 0:00,0.0,0.0,17.0,,0.0,,23.3,0.0,60.0,97.0,1.8,-5.3,-12.3,1.0,12/10/2011,19.5,B
3053536.2011.12.11,12/11/2011 0:00,0.0,0.0,17.0,,0.0,,28.4,0.0,50.0,98.0,-2.7,-10.4,-18.1,1.0,12/11/2011,19.6,B
3053536.2011.12.12,12/12/2011 0:00,0.0,0.0,16.0,,0.0,,31.8,0.0,62.0,92.0,-6.6,-13.8,-20.9,1.0,12/12/2011,19.5,B
3053536.2011.12.13,12/13/2011 0:00,0.0,0.0,17.0,,0.0,,23.9,0.0,63.0,88.0,-0.5,-5.9,-11.2,1.0,12/13/2011,19.1,B
3053536.2011.12.14,12/14/2011 0:00,0.0,0.0,17.0,,0.0,,26.4,0.0,58.0,93.0,-2.5,-8.4,-14.3,1.0,12/14/2011,19.5,B
3053536.2011.12.15,12/15/2011 0:00,0.0,0.0,17.0,,0.4,,24.1,0.0,76.0,93.0,-2.3,-6.1,-9.8,1.0,12/15/2011,20.6,B
3053536.2011.12.16,12/16/2011 0:00,0.0,0.0,17.0,,0.0,,18.9,0.0,55.0,85.0,2.6,-0.9,-4.4,1.0,12/16/2011,20.4,B
3053536.2011.12.17,12/17/2011 0:00,19.0,32.0,17.0,,0.6,,14.6,0.0,50.0,99.0,7.5,3.4,-0.8,1.0,12/17/2011,21.8,B
3053536.2011.12.18,12/18/2011 0:00,0.0,0.0,15.0,,8.0,,21.3,0.0,70.0,100.0,1.9,-3.3,-8.5,1.0,12/18/2011,21.2,B
3053536.2011.12.19,12/19/2011 0:00,20.0,41.0,15.0,,0.0,,20.5,0.0,61.0,93.0,4.1,-2.5,-9.0,1.0,12/19/2011,19.9,B
